acceleration_x;acceleration_y;acceleration_z;gyro_x;gyro_y;gyro_z
0.1811;-0.8694;-0.3160;1.9022;0.3299;2.3715
0.1305;-0.8547;-0.2103;1.2868;0.6053;1.4214
0.2947;-1.2030;-0.4809;0.2021;-0.3981;0.1550
0.1769;-1.3800;-0.2207;-1.8313;-1.4933;-1.1966
0.1665;-0.8180;-0.0754;-1.8487;-0.4553;-2.1608
0.2857;-0.9027;-0.3035;1.2516;0.2196;1.9025
0.0694;-1.1651;-0.2645;1.4318;0.4950;1.9129
0.3253;-0.9236;-0.3701;0.6420;0.1569;0.7850
0.2153;-1.0969;-0.3727;-1.0627;-1.4463;-1.3751
0.1680;-0.8283;-0.0817;-1.6439;-0.6738;-2.2204
0.1724;-0.9787;-0.1044;0.1224;0.9229;0.3030
0.1884;-1.1821;-0.2539;1.4951;-0.1861;2.3022
0.2470;-0.9216;-0.3213;0.9509;0.5703;1.1039
0.2576;-1.0184;-0.4277;-0.5658;0.0895;-0.6543
0.0906;-0.8869;-0.1171;-1.8207;0.2841;-1.9150
0.2451;-0.8265;-0.1703;-0.6387;0.0117;-0.5318
0.1043;-1.2360;-0.3095;1.6100;0.1485;2.1028
0.1490;-1.1402;-0.4658;-0.1208;0.3180;-0.2704
0.0865;-1.0636;-0.1564;-1.5728;-0.6690;-1.8246
0.1459;-0.9523;-0.0948;-1.1381;0.4425;-1.1303
0.1356;-0.9431;-0.3652;1.1733;0.0373;1.8308
0.2413;-0.8338;-0.2172;0.6894;1.8236;1.8044
0.1872;-1.1782;-0.3506;0.4121;0.5534;0.7512
0.2452;-1.3285;-0.2786;-0.9789;-1.5643;-1.6413
0.1445;-0.8894;-0.1121;-1.4372;-1.0060;-2.2562
0.2379;-0.8641;-0.2464;0.6054;0.2399;1.3855
0.2096;-1.3040;-0.3446;1.2883;-0.4574;2.2185
0.2449;-0.8394;-0.3251;0.5160;0.1880;0.4760
0.2196;-1.2420;-0.3078;-1.1912;-1.3430;-1.3897
0.1401;-0.8978;-0.0774;-1.8730;-0.7380;-2.1222
0.2155;-0.8423;-0.1079;-0.0932;0.5663;0.1302
0.2087;-1.3438;-0.3395;2.2684;-0.2730;2.8332
0.2187;-0.8386;-0.2764;1.0236;0.5647;0.3653
0.1948;-1.2708;-0.3399;-0.8988;-0.4981;-0.6962
0.1130;-0.9443;-0.1031;-2.2385;0.1681;-1.8800
0.2083;-0.8473;-0.0848;-0.8181;0.4385;-0.7904
0.2053;-1.1915;-0.2981;2.2235;-0.3038;2.2343
0.2063;-0.9184;-0.2543;1.4305;0.8989;0.8193
0.1830;-1.4918;-0.4634;-0.4231;0.1907;-0.1959
0.1581;-1.1334;-0.1790;-1.9391;-0.3201;-1.1270
0.1754;-0.8133;-0.0476;-1.1179;0.3095;-1.0855
0.2151;-0.9205;-0.2879;1.6533;-0.2246;1.5169
0.1749;-0.7820;-0.2271;1.0860;1.3131;0.7943
0.2129;-1.1803;-0.3944;0.6103;-0.5764;0.5331
0.3315;-1.2936;-0.3324;-1.4011;-1.6908;-0.7740
0.1589;-0.8242;-0.0657;-1.8850;-0.0771;-1.7076
0.2284;-0.9497;-0.1483;0.5314;0.9167;0.7705
0.0960;-1.1937;-0.2759;1.2703;0.7884;1.5082
0.1407;-0.8069;-0.0731;-1.1049;0.3675;-0.8796
0.2093;-1.0060;-0.3460;1.3598;-0.3561;1.2023
0.1618;-0.7419;-0.2467;0.8674;1.5466;1.0423
0.1692;-1.3628;-0.2565;0.8629;0.6302;1.3136
-0.0284;-1.1674;0.0022;-1.3043;0.6064;-1.6410
0.3348;-0.9788;-0.3351;0.9519;-0.0658;1.1982
0.2059;-1.1354;-0.3617;-0.9535;-0.8829;-1.1442
0.1345;-0.8703;-0.1333;-1.7438;-0.7857;-1.8972
0.1595;-0.9848;-0.0795;-0.6264;0.9905;-0.1946
0.1276;-1.1020;-0.1413;1.3936;-1.3613;1.5270
0.3130;-0.8380;-0.3306;1.1169;1.1981;1.2375
0.0548;-1.1175;-0.3252;-0.8996;0.8437;-0.5940
0.1851;-0.9248;-0.1899;-1.7014;-0.2652;-1.9334
0.1834;-0.8460;-0.0703;-0.5626;0.1366;-0.4378
0.1678;-1.1039;-0.2612;1.4456;-1.0949;1.4087
0.2440;-0.7769;-0.2398;1.2924;0.2625;1.1160
0.1732;-1.4043;-0.5169;-0.2742;0.1275;0.2103
0.1357;-0.9155;-0.1922;-2.0062;-0.1315;-1.3887
0.1663;-0.8093;-0.0293;-1.1741;0.2566;-0.9141
0.1631;-0.9433;-0.3179;1.5485;0.1557;1.3663
0.0298;-0.8149;-0.2290;1.3179;0.7809;0.8428
0.1970;-1.2829;-0.4637;0.3523;-0.3204;0.4161
0.2717;-1.3793;-0.2983;-1.6984;-0.9554;-0.8055
0.2606;-0.9833;-0.3038;1.3165;0.5521;1.6281
0.0248;-0.8317;-0.1690;1.3728;0.8185;1.0579
0.3080;-1.1609;-0.4601;0.8529;-0.7367;0.8387
0.2255;-1.3611;-0.2653;-1.6441;-0.9520;-1.0198
0.2075;-0.8394;-0.0621;-1.8442;-0.4857;-1.5368
0.2419;-0.9523;-0.1096;0.4060;0.8925;0.5911
0.0902;-1.1574;-0.2487;1.5914;-0.3304;1.4975
0.2930;-0.8490;-0.3372;1.1221;-0.0718;0.7820
0.2380;-1.2931;-0.4449;-1.0312;-0.6452;-0.6133
0.1399;-0.8395;-0.0655;-2.2396;0.2044;-1.9446
0.2831;-0.9196;-0.1250;-0.2284;1.1762;0.0754
0.1393;-1.2957;-0.2155;1.8967;-1.2264;1.9524
0.2341;-0.8453;-0.2669;0.9800;0.6845;0.5180
0.0836;-1.4280;-0.4071;-0.8179;0.5619;-0.2118
0.1217;-0.9928;-0.1633;-1.8550;-0.6452;-1.4119
0.1714;-0.8440;-0.0515;-1.2848;0.4616;-0.9350
0.2173;-1.0563;-0.3218;1.9913;-0.6058;1.3921
0.1819;-0.7976;-0.2458;1.5553;1.4178;1.1457
0.2162;-1.2337;-0.4204;-0.0670;-0.6256;-0.2273
0.3150;-1.3975;-0.3064;-1.7544;-1.3980;-0.6659
0.1841;-0.8384;-0.0258;-1.9275;-0.1681;-1.8851
0.3450;-0.9153;-0.2888;1.0413;0.2507;1.5041
0.1333;-1.1552;-0.3197;1.5238;-0.0050;1.3467
0.3284;-1.0485;-0.4028;0.7972;-0.0188;0.7509
0.2357;-1.3458;-0.2782;-1.3489;-1.6045;-0.7503
0.1540;-0.8678;-0.0547;-2.2154;0.5591;-1.8612
0.2660;-0.9236;-0.1570;-0.1309;0.6555;-0.0193
0.0969;-1.0910;-0.2395;1.8384;0.2671;2.2273
0.2212;-0.8965;-0.3249;1.1533;0.5485;0.8483
0.2162;-1.2762;-0.4562;-0.9362;-0.3740;-0.9238
0.0358;-0.9570;-0.1086;-2.0772;0.2019;-1.7525
0.0126;-0.9437;0.0625;-0.2109;0.2796;0.3488
-0.0197;-1.3941;-0.1653;0.8542;0.1820;0.8581
-0.0928;-0.7653;-0.0880;-0.1102;0.8603;0.0009
0.1205;-1.0116;-0.1128;0.0763;0.0796;0.0981
0.1714;-0.9062;-0.1089;-0.4221;-1.1204;-0.8974
0.1991;-0.8261;-0.0778;-0.6527;0.7010;-0.3938
0.1588;-1.0863;-0.3039;1.9272;-0.6683;2.1888
0.1870;-0.8337;-0.2435;0.9975;0.7501;0.5910
0.1255;-1.4576;-0.4201;-0.2310;-0.0235;-0.0205
0.1389;-1.1049;-0.1509;-1.8002;-0.6078;-1.3705
0.1550;-0.7661;-0.0710;-1.3142;-0.0527;-1.3688
0.1891;-0.9300;-0.3133;1.3619;0.1498;1.6784
0.0444;-0.9068;-0.2360;1.0393;1.1854;1.0791
0.3007;-1.0556;-0.4053;0.6122;-0.6717;0.7198
0.2433;-1.2375;-0.2579;-1.4695;-1.5521;-1.1548
0.1765;-0.8651;-0.0615;-1.8217;-0.4293;-1.9922
0.2422;-0.8945;-0.1376;0.7982;0.5454;1.3204
0.0674;-1.1908;-0.1709;1.6159;-0.1671;1.5343
0.2687;-0.7554;-0.3453;0.9608;-0.2751;0.4494
0.1451;-1.2509;-0.3783;-1.2133;0.1260;-0.9925
0.0842;-0.8919;-0.0904;-1.8941;0.2274;-1.7527
0.1954;-0.8268;-0.1046;-0.4245;0.3063;-0.2924
0.1282;-1.2141;-0.3132;1.8171;-0.2026;2.0051
0.1838;-1.3720;-0.4774;-0.2363;-0.1157;-0.0544
0.0434;-0.9658;-0.1355;-2.0186;-0.0817;-1.4226
0.2205;-0.8177;-0.1059;-1.0192;-0.0271;-0.9797
0.1917;-1.0372;-0.3203;1.5813;-0.5672;1.7602
0.2256;-0.7807;-0.2167;0.9863;1.2203;0.8900
0.2447;-1.2738;-0.4156;0.3169;-0.1921;0.2538
0.2277;-1.2652;-0.2557;-1.4834;-0.9092;-0.9993
0.1867;-0.8041;-0.0751;-1.2900;-0.6828;-1.6052
0.2083;-1.0039;-0.2166;1.0942;0.3911;1.7234
0.1174;-1.1620;-0.2042;0.8348;0.5541;1.0086
0.2071;-0.8821;-0.3318;0.4832;-0.0732;0.2980
0.1497;-1.1246;-0.2202;-0.8583;0.0567;-1.0275
0.1694;-0.7666;-0.0964;-0.9877;-0.7518;-1.1180
0.2167;-0.8917;-0.1047;0.0349;-0.0181;0.3108
0.1363;-1.0818;-0.2550;1.2506;-1.2625;1.1203
0.1280;-0.7776;-0.2885;0.4170;0.3228;0.2459
0.0844;-1.1842;-0.3100;-0.0662;0.2394;0.2726
0.0623;-1.1033;-0.0598;-1.1268;0.3064;-0.8542
0.1088;-0.7553;-0.1060;0.2262;-0.6324;0.0823
0.0972;-1.1437;-0.2382;0.8135;-0.2057;0.3414
0.0396;-0.7578;-0.2007;0.0802;1.2364;-0.1245
0.1420;-1.1394;-0.2092;0.2132;0.0343;0.4576
0.0866;-1.0879;-0.0872;-0.0282;-0.5979;-0.1705
0.2495;-0.9188;-0.1237;-0.1080;-1.2980;-0.0608
0.3209;-1.1126;-0.1784;-0.9376;-0.3387;-1.1006
0.0004;-1.0350;-0.1717;0.3294;0.2733;0.8649
0.2519;-0.7600;-0.2064;1.2162;-0.4737;1.6168
0.2300;-1.4257;-0.4227;-0.1743;-0.5410;0.4602
0.1634;-1.1817;-0.1796;-2.2343;-0.8841;-2.2219
0.1503;-0.8486;-0.0477;-1.1756;0.7120;-0.9415
0.1761;-1.1500;-0.2814;1.6889;-0.6703;1.9541
0.1623;-1.0693;-0.0952;-1.1211;-0.4530;-1.3298
-0.0364;-1.1222;-0.0380;0.2793;-0.6686;0.2713
0.2480;-0.6810;-0.1658;0.6648;0.6586;1.4807
0.2703;-1.5048;-0.3791;0.3729;-0.4341;0.5844
0.1703;-0.8088;-0.1620;-1.4619;0.1179;-1.5157
0.1224;-1.0645;-0.0426;-1.4468;0.6025;-1.1197
0.1706;-0.9873;-0.2469;1.3379;-0.1373;1.3203
0.1796;-0.6813;-0.2312;1.2811;0.1288;1.0973
0.1714;-1.4099;-0.4323;0.2096;-0.3202;0.2342
0.2711;-1.2705;-0.2490;-1.7015;-0.3700;-1.0991
0.1705;-0.8640;-0.0431;-1.6719;0.3048;-1.5750
0.3303;-1.0632;-0.2654;1.5762;0.1973;1.9490
0.1249;-0.7603;-0.2146;1.1384;0.6862;0.9219
0.2663;-1.2315;-0.4003;0.4168;-0.5163;0.5273
0.2213;-1.1765;-0.2315;-1.6790;-0.6721;-1.2248
0.1331;-0.8114;-0.0385;-1.8494;0.0600;-1.2867
0.3216;-1.0212;-0.2114;1.2561;0.1768;1.4609
0.0605;-0.7620;-0.2248;1.2651;0.9388;0.8679
0.2917;-1.1532;-0.4246;1.0226;-0.8720;0.8020
0.2870;-1.3468;-0.3208;-1.3575;-0.8132;-0.4207
0.2952;-1.2157;-0.5061;-1.5980;-1.1938;-0.5120
0.0809;-1.0315;-0.0743;-2.5320;0.4073;-2.5487
0.1996;-0.7178;-0.0891;-0.5147;0.5504;-0.6434
0.1208;-1.1212;-0.3471;2.9505;-0.2617;3.2963
0.2327;-0.8771;-0.3108;1.0971;2.0846;0.7705
0.1869;-1.5069;-0.4251;-0.7040;0.0688;-0.3869
0.1253;-1.0334;-0.1190;-1.9371;-0.9873;-1.8647
0.1381;-0.8050;-0.0367;-1.4004;0.4606;-1.1249
0.2364;-0.9906;-0.4341;2.0018;0.1351;2.7459
0.2666;-0.7919;-0.2353;1.1932;-0.1735;0.7325
0.2329;-0.8396;-0.1273;0.1294;0.6416;0.8055
0.2039;-1.2816;-0.2679;1.8207;-1.9686;1.5429
0.2304;-0.7563;-0.3864;0.8633;0.1467;0.2776
0.0880;-1.3542;-0.3714;-0.9629;0.5584;-0.2349
0.1123;-1.0497;-0.0977;-1.5503;-1.8756;-1.2698
0.1416;-0.7531;-0.0594;-1.3375;0.7630;-0.8814
0.2022;-1.1078;-0.3906;2.0443;-0.1121;1.9800
0.1040;-0.7787;-0.2415;1.6816;0.3257;0.6322
0.1108;-1.2757;-0.4282;-0.1209;0.2685;-0.0274
0.2073;-1.4683;-0.2586;-1.6951;-1.5537;-0.7327
0.2555;-0.7183;-0.0889;-1.9169;0.3300;-1.9275
0.3308;-0.9482;-0.2400;1.1865;0.1702;1.7474
0.1837;-1.2666;-0.2776;1.6789;-1.0084;1.0363
0.2816;-0.8338;-0.3989;0.8198;0.0620;0.4265
0.1603;-1.2562;-0.3823;-1.1234;-0.6624;-0.2499
0.1652;-0.9953;-0.1076;-1.8163;-0.1621;-1.9674
0.1184;-0.7619;-0.0554;-0.4355;0.5627;-0.5379
0.1326;-1.0264;-0.3979;2.1352;0.1254;2.6737
0.0685;-0.7975;-0.1724;0.8013;2.0865;0.3105
0.1902;-1.2637;-0.4619;-0.1138;-0.2641;-0.0186
0.2392;-1.3535;-0.2179;-1.6161;-1.0284;-1.2607
0.1979;-0.7181;-0.0595;-1.0753;-0.6221;-1.2149
0.2175;-1.0280;-0.1627;1.2408;0.7493;1.5425
0.0199;-1.0803;-0.1635;1.2531;-0.1270;0.3850
0.2878;-0.8235;-0.3704;0.6767;0.1201;0.5991
0.1780;-1.2751;-0.2518;-1.2773;-1.1088;-0.5289
0.0824;-0.8873;-0.0847;-2.0571;0.4985;-1.7379
0.1842;-0.8182;-0.0683;-0.0625;1.0058;0.0811
0.1716;-1.2685;-0.3086;2.3247;-1.4050;1.9763
0.2622;-0.9001;-0.3317;1.0463;0.3151;0.5226
0.0241;-1.2701;-0.4444;-0.8992;-0.0361;-0.3552
0.0973;-1.1081;-0.0662;-2.2259;-0.2420;-1.7209
0.2161;-0.6205;-0.0627;-1.1741;0.7251;-0.9917
0.1941;-1.1876;-0.3816;2.1547;-0.0412;2.4999
0.1884;-0.7729;-0.2601;0.9872;1.5512;0.6227
0.2315;-1.1947;-0.4396;0.0312;-0.4648;0.2028
0.2581;-1.4369;-0.2385;-1.6696;-1.2908;-1.1042
0.1835;-0.7555;-0.0427;-1.5528;-0.3414;-1.4634
0.2571;-1.0327;-0.1481;1.2525;1.0364;1.8954
0.0926;-0.9890;-0.1932;1.7435;0.0226;1.5789
0.2137;-0.8076;-0.3867;0.2759;0.3591;0.1472
0.1806;-1.2990;-0.2423;-1.5824;-0.2110;-1.2166
0.2964;-0.9377;-0.1669;0.0443;0.9728;0.3305
0.0456;-1.3000;-0.2253;2.1517;0.2374;1.9581
0.2626;-0.8725;-0.3246;1.1273;0.5326;0.7095
0.1813;-1.4021;-0.4237;-1.2207;-0.3859;-0.6818
0.0485;-0.9876;-0.0840;-2.2651;-0.3284;-1.4746
0.1805;-0.7633;-0.0465;-1.1968;0.9265;-0.7496
0.1904;-1.0711;-0.4205;2.3155;-0.5033;2.6343
0.1450;-1.1855;-0.3855;0.1615;-0.0233;0.3371
0.2251;-1.4185;-0.2816;-1.2845;-2.1639;-0.4548
0.2060;-0.8284;-0.0820;-2.0876;0.0149;-1.8547
0.2875;-0.8449;-0.2245;0.5734;0.4094;0.8607
0.0417;-1.1194;-0.2296;1.5439;0.0315;1.6114
0.1595;-0.8635;-0.2894;1.2491;1.4702;0.7147
0.3460;-1.1834;-0.5559;-0.0729;-1.4238;-0.0352
0.2335;-1.3839;-0.1899;-2.2216;-3.1885;-0.7995
0.2982;-0.7334;-0.0140;-1.6409;-0.3128;-1.1915
0.3446;-1.0304;-0.2665;1.5348;0.3816;1.8985
-0.0681;-1.0410;-0.2277;1.3774;1.5646;0.9374
0.3373;-0.8169;-0.4676;0.5665;-0.4163;0.6816
0.3008;-1.4464;-0.2611;-1.2802;-1.6712;-1.0196
0.1179;-0.8275;-0.0341;-2.0675;-0.4796;-1.9852
0.2306;-0.7524;-0.1072;0.0353;1.1570;0.3965
0.0205;-1.3758;-0.2657;1.9661;-0.2499;2.5718
0.2532;-0.8073;-0.2764;0.8484;0.6883;0.3192
0.2345;-1.4642;-0.4697;-0.6617;-0.6788;-0.6448
-0.0589;-1.0275;-0.1132;-2.2565;-0.6412;-1.5368
0.1804;-0.7699;-0.0414;-1.4332;0.7572;-0.9232
0.2859;-0.8735;-0.3781;2.3131;-0.3327;2.8356
0.1003;-0.8713;-0.2216;1.1214;1.2984;0.3059
0.2638;-1.1876;-0.5249;-0.1034;-0.8485;0.0990
0.2939;-1.2933;-0.2465;-1.7698;-0.6163;-0.7665
0.2419;-0.7434;-0.0278;-1.4644;-0.2502;-2.0558
0.3280;-1.0475;-0.2865;1.5003;-0.6375;1.6043
-0.0369;-0.9709;-0.3918;1.3585;0.8912;1.2855
0.2454;-0.9062;-0.3917;0.7053;0.1188;0.5653
0.1651;-1.1873;-0.3006;-1.1425;-0.2869;-1.0600
0.0376;-0.8988;-0.0990;-1.8796;0.1416;-1.6234
0.1834;-0.7590;-0.0966;-0.5252;0.6588;-0.1010
0.0652;-1.2184;-0.3427;1.9609;-0.1085;2.4855
0.2200;-0.8154;-0.2676;0.9724;1.0340;0.5772
0.0806;-1.4425;-0.4163;-0.3565;-0.5810;-0.5694
0.1281;-1.1684;-0.1465;-1.8867;-0.6551;-1.0876
0.1552;-0.7314;-0.0425;-1.3785;0.0740;-1.2473
0.2155;-1.0632;-0.2831;1.8619;0.3595;2.1236
0.0269;-0.9531;-0.1637;1.3079;1.0331;0.9962
0.2242;-1.0262;-0.2755;0.2402;0.7425;0.3320
0.2018;-1.2411;-0.3271;-1.6041;0.2761;-1.3843
0.1658;-0.7997;-0.1779;-1.6858;-0.3461;-1.7941
0.3611;-0.8831;-0.3398;0.4765;0.8250;2.0497
0.1604;-1.1062;-0.3520;1.2517;1.5285;1.7196
0.2154;-0.7918;-0.4342;0.6564;-0.1796;0.8038
0.2626;-1.1029;-0.4293;-0.3443;-0.4231;-0.8939
0.1700;-1.1231;-0.1667;-1.4953;-2.2367;-1.5941
0.2003;-0.7996;-0.0700;-1.2960;0.3676;-0.2756
0.1502;-0.7923;-0.3173;1.5761;1.1026;0.9224
0.1253;-1.3302;-0.4409;0.8051;-1.4916;0.8090
0.1666;-1.2655;-0.2400;-1.4987;-0.9726;-0.4946
0.2132;-0.7465;-0.0642;-1.7402;-0.2032;-1.3469
0.2323;-0.9780;-0.1421;0.6412;0.7247;0.7301
0.0149;-1.2152;-0.2362;1.4525;0.1475;1.0190
0.2551;-0.7684;-0.3533;0.8935;0.3742;0.6778
0.2668;-0.7598;-0.3788;0.8201;0.1653;0.6415
0.1592;-1.1739;-0.3728;-1.1739;0.5036;-0.8172
0.0899;-0.8831;-0.1197;-1.5103;-0.8596;-1.9621
0.1756;-0.8086;-0.0813;-0.3423;0.8707;-0.0646
0.0667;-1.3548;-0.2778;1.7957;-0.0928;1.9709
0.2071;-1.3215;-0.2586;-1.1081;-0.7557;-0.6011
0.0664;-0.7985;-0.0544;-1.9650;0.5203;-1.3782
0.1737;-0.8799;-0.0831;-0.2244;0.6888;-0.2315
0.0480;-1.1201;-0.2730;1.8313;0.5446;1.5573
0.1893;-0.8041;-0.2867;1.3876;0.1443;0.9768
0.1361;-1.3734;-0.4108;-0.3985;-0.0891;-0.2904
0.1470;-1.3462;-0.1694;-2.0358;-0.3345;-1.1763
0.1851;-0.6883;-0.0898;-1.2636;0.0570;-1.3065
0.2105;-1.0194;-0.3862;1.7854;0.4545;2.4204
0.0308;-0.8353;-0.1913;1.2125;0.5118;0.5005
0.2612;-0.9916;-0.4787;0.3786;-0.6723;0.5038
0.1186;-1.2369;-0.1854;-1.4014;-0.6160;-0.8405
0.1502;-0.8247;-0.0040;-1.4348;-0.7275;-1.4320
0.1935;-1.0350;-0.2107;0.3558;0.3318;0.1953
0.1498;-1.0642;-0.2900;1.5576;0.0474;1.7537
0.2197;-0.8477;-0.2994;0.8153;1.2656;1.0138
0.1815;-1.4508;-0.4066;-0.5157;0.1769;-0.3276
0.0253;-1.0945;-0.1517;-1.9888;-0.3855;-2.0679
0.1819;-0.7886;-0.1215;-0.8048;0.2624;-0.7687
0.0559;-1.2222;-0.3057;2.0502;0.2110;2.2607
0.2837;-0.7455;-0.2458;1.0727;1.4712;0.9705
0.2675;-1.2677;-0.4553;0.1001;-0.8338;-0.3480
0.1616;-1.2911;-0.2152;-1.7006;-3.2070;-0.8765
0.1896;-0.7170;-0.0477;-1.5001;-0.6350;-1.1523
0.2737;-1.0373;-0.2722;1.2000;0.8652;1.8183
0.0224;-0.8639;-0.1434;1.3849;0.3339;0.6428
0.2613;-1.1213;-0.4693;0.5815;0.6615;0.5207
0.2633;-1.3613;-0.2431;-1.2044;-1.5129;-0.7317
0.1513;-0.8432;-0.0628;-1.9762;-0.1689;-1.7865
0.1890;-0.8693;-0.0655;0.1359;1.0030;0.0511
-0.0126;-1.2424;-0.1900;1.6526;-0.1288;1.7009
0.3441;-0.8091;-0.2760;1.3520;-0.3584;1.0776
0.1142;-1.2886;-0.4171;-0.7268;0.3162;-0.5221
0.1563;-1.0475;-0.1566;-2.0647;-0.8804;-1.1168
0.2299;-0.7551;-0.0439;-1.2997;0.3705;-0.8262
0.2466;-1.0022;-0.3178;1.6916;-0.5878;2.0148
0.1168;-0.8235;-0.1796;1.1481;0.4609;0.6076
0.2846;-1.1294;-0.4665;0.1999;-0.2858;0.7236
0.1205;-1.4287;-0.1476;-1.9423;-1.0621;-1.5656
0.1645;-0.6650;-0.0441;-1.6290;-0.5577;-1.8041
0.2294;-1.0270;-0.2596;1.1135;0.5490;1.9965
0.1403;-1.1167;-0.2489;1.7738;-0.0115;2.0421
0.2446;-1.3896;-0.2687;-1.5397;-1.1783;-1.6817
0.0941;-0.9348;-0.0472;-2.1055;-0.2551;-2.2172
0.2014;-0.8022;-0.1293;-0.2686;0.6046;-0.1601
0.1369;-1.3365;-0.3501;1.9631;0.0475;2.5500
0.3427;-0.7838;-0.3480;0.9390;1.1014;1.0703
0.2167;-1.4145;-0.4745;-0.9885;-0.0621;-0.9366
0.2458;-1.2299;-0.2071;-2.1511;-1.0451;-2.3522
0.2186;-0.7194;-0.2589;0.7472;1.3127;0.6695
0.1577;-1.3999;-0.3723;-0.2905;0.6604;-0.0648
0.0840;-1.1495;-0.1738;-1.6238;-0.6903;-1.5453
0.1235;-0.7225;-0.0698;-1.2303;0.5600;-1.0736
0.2281;-1.0773;-0.2648;1.6545;0.0949;2.1103
0.1845;-0.6955;-0.1021;-0.8731;0.2771;-0.8673
0.2448;-1.0078;-0.3824;2.3811;0.3827;2.8159
0.1268;-0.9907;-0.2537;1.2577;1.1483;1.0317
0.3291;-1.1953;-0.4599;0.1108;-0.3595;0.1474
0.2296;-1.2759;-0.2305;-1.6049;-1.6289;-1.6188
0.1818;-0.8719;-0.0479;-1.6617;-0.7598;-1.3307
0.2751;-0.8976;-0.1446;0.7723;0.5488;1.1450
0.0806;-1.2198;-0.2674;1.6284;0.5614;1.3472
0.2447;-0.8156;-0.3964;0.8176;0.2286;0.5871
0.2065;-1.1139;-0.3683;-1.1646;-0.2829;-0.7033
0.0815;-1.0419;-0.1159;-1.9484;-0.2975;-2.1220
0.1717;-0.7291;-0.0865;-0.2978;0.5543;-0.1519
0.1552;-1.1542;-0.3752;1.9333;-0.2931;2.5505
0.2765;-0.7859;-0.2728;0.8209;0.4738;0.7752
0.2293;-1.3306;-0.3993;-0.2504;-0.3737;-0.4560
0.1130;-1.0588;-0.1483;-1.6325;-1.6047;-1.0216
0.1308;-0.7122;-0.0667;-1.2489;0.0793;-1.1358
0.2435;-1.0416;-0.3355;1.4665;0.0426;2.1358
0.4775;0.6022;-0.2532;0.1345;0.8739;-3.0562
3.3267;-2.0170;-0.1995;1.1603;-3.0345;-5.0552
-0.5738;-0.5629;0.3579;1.4107;-0.3522;2.5681
-0.4936;0.0270;-0.8333;-0.2510;1.2377;-0.6408
3.6007;-2.5874;-1.2846;-1.2192;0.3319;1.4732
0.0308;1.2758;-0.1644;-0.0803;0.7762;-1.9607
4.1007;-2.1975;-0.5829;1.3045;-3.3110;-3.7588
2.1937;-1.0691;-0.1082;-0.3188;2.4677;0.3816
-0.6467;-0.2860;0.3127;0.9677;-0.3296;2.1962
-0.3477;0.6366;-0.2325;1.2180;-0.5521;-0.3737
2.1735;-1.4309;0.4842;1.8713;-1.1632;-0.6864
-0.4056;-0.6062;0.4425;-1.0032;0.5644;2.0637
0.4929;0.2822;-0.3054;1.3857;1.7951;-0.8650
1.5805;-0.6830;-0.2862;-2.0165;2.6079;0.5864
1.2848;-1.4328;0.5957;0.4246;-2.5766;0.6239
0.3440;0.0132;0.0852;-1.6134;2.0360;-2.5998
0.6254;-0.5374;0.3419;-1.1950;0.8569;-1.4849
0.9918;-0.9131;-0.1890;-1.0997;-0.3548;0.6738
0.3689;0.2497;0.1610;1.2339;-0.1523;-0.0150
-0.0568;-1.2580;0.9389;-1.1684;-1.4265;2.3793
1.7882;0.3671;0.6361;1.5809;-0.8143;0.4218
0.7568;0.1355;-0.3743;1.1580;-3.6287;-1.2740
0.5864;-1.6291;-0.3348;0.0222;3.4880;2.4391
0.1767;-0.7801;0.3910;-1.4911;-2.7700;-1.5115
0.2797;1.1586;-0.3617;-1.3791;-0.5856;0.1865
1.7197;0.0929;-0.3660;0.7646;1.3856;-4.2898
-0.8250;-0.7147;0.1851;2.3479;-1.3595;1.2251
0.3156;1.2435;-0.2403;-0.6649;0.0343;-0.1391
2.2029;-1.8210;-0.6536;-1.0835;2.9113;4.9205
3.4751;-0.7716;-0.5713;1.5301;1.0143;-3.7925
-0.8717;-0.4811;0.2734;1.2750;0.4258;1.3403
3.5813;-1.7006;-1.3321;-1.1099;1.6741;2.7615
4.9068;-1.4043;0.1646;2.0731;-1.4541;-2.5862
0.1422;1.0851;-0.0683;-0.0555;0.3761;-0.7026
-0.7985;-0.5053;0.3979;0.6155;-0.3306;1.7078
2.2815;-1.4678;-1.0220;-0.6098;-0.5897;2.4864
0.1263;1.4140;-0.2142;-0.3080;1.0009;-2.3374
-0.1173;-0.7058;0.2302;1.1424;-0.0949;2.1627
2.8484;-1.0597;-0.7413;1.0167;-1.4498;-3.7399
1.6561;-0.6786;-0.9682;-1.4237;2.2425;1.3286
0.2579;0.5236;-0.1869;0.2680;-0.0281;-2.4662
2.6014;-1.2513;-0.5926;0.9691;-1.1343;-3.0036
1.8935;-0.1972;-0.7079;-1.5455;2.1553;1.2294
-0.2774;-0.8180;0.1463;-0.0303;1.4861;2.8396
0.6339;0.3734;-0.2420;0.4427;-0.9955;-3.3470
0.7421;-1.0528;-0.4509;1.1803;-2.1302;-1.8162
0.5795;-0.9490;-0.0983;0.7198;0.2948;2.9582
0.6427;0.3447;-0.3173;0.7696;-0.9022;-3.3907
0.9603;0.0066;-0.5298;-1.5578;2.2361;1.6937
0.8616;-1.0553;-0.3219;0.9694;-1.5828;-1.3627
0.6603;0.8227;-0.6605;-1.1079;1.4968;1.7311
